title,abs_journal,status
Tidal Heating of the Lunar Magma Ocean,arXiv e-prints,success
Observations of [O I] emission in Comets C/2014 Q2 (Lovejoy) and C/2007 N3 (Lulin): Possible Influence of Solar Activity on Oxygen Line Ratios,arXiv e-prints,success
Optical and cm follow-ups of the Changing-Look event in Mkn 590,arXiv e-prints,success
Disc growth and vertical heating of lenticular galaxies in the Fornax cluster,arXiv e-prints,success
Metal-loaded outflows in sub-Milky Way galaxies in the CIELO simulations,arXiv e-prints,success
From Empirical to Physical Model: Direct Fits of Optically Thin Inverse Compton Scattering to Prompt GRB Spectra,arXiv e-prints,success
Projection Effects in Barred Galaxies Causing Wrong Interpretation of Radial Flows,arXiv e-prints,success
Blazars as a Potential Origin of the KM3-230213A Event,arXiv e-prints,success
Combining CMB datasets with consistent foreground modelling,arXiv e-prints,success
Dark Energy Survey Year 3 results: Simulation-based $w$CDM inference from weak lensing and galaxy clustering maps with deep learning. I. Analysis design,arXiv e-prints,success
Environmental effects in stellar mass gravitational wave sources II: Joint detections of eccentricity and phase shifts in binary sub-populations,arXiv e-prints,success
The AGORA High-resolution Galaxy Simulations Comparison Project. X: Formation and Evolution of Galaxies at the High-redshift Frontier,arXiv e-prints,success
Heavy black hole seed survivors in dwarf galaxies: a case study of Leo I,arXiv e-prints,success
Micrometeoroid Impact Rate Analysis for an Artemis-Era Lunar Base,arXiv e-prints,success
SCATTER Common Envelope Formalism for Triples,arXiv e-prints,success
The Dual Nature of Solar Wind Structuring: Resonant Standing Waves and Laval Nozzle Dynamics in Coronal Streamers,arXiv e-prints,success
Empirical measures of the largest amounts of magnetically-induced radius inflation in low-mass stars,arXiv e-prints,success
FermiPhased: A tool for phase-resolved likelihood analysis of Fermi-LAT data,arXiv e-prints,success
How Low Can You Go: Constraining the Effects of Catalog Incompleteness on Dark Siren Cosmology,arXiv e-prints,success
Machine Learning-Driven Analysis of kSZ Maps to Predict CMB Optical Depth $τ$,arXiv e-prints,success
Dents in the Mirror: A Novel Probe of Dark Matter Substructure in Galaxy Clusters from the Astrometric Asymmetry of Lensed Arcs,arXiv e-prints,success
Making the most of pure parallels: Machine learning augmented photometric redshifts for sparse JWST filter sets,arXiv e-prints,success
Hot accretion onto spiral galaxies: the origin of extended and warped HI discs,arXiv e-prints,success
Probing the dawn of galaxies: star formation and feedback in the JWST era through the GAEA model,arXiv e-prints,success
Echoes of the First Stars: Massive Star Evolution in Extremely Metal-Poor Environments with the Habitable Worlds Observatory,arXiv e-prints,success
3D Full Spectrum Fitting: Algorithm Comparison,arXiv e-prints,success
Moderate Nesting and Cross-Equatorial Asymmetry of Active Regions in Solar Cycle 24,arXiv e-prints,success
Constraining gravity with the decay rate of cosmological gravitational potential,arXiv e-prints,success
"Cepheid Metallicity in the Leavitt Law (C- MetaLL) survey: IX: Spectroscopic detection of rare earth Dysprosium, Erbium, Lutetium and Thorium in Classical Cepheids",arXiv e-prints,success
Revealing an Oscillating and Contracting Compact Corona near the Event Horizon of the Supermassive Black Hole in 1ES 1927+654,The Astrophysical Journal,success
Neural Network identification of Dark Star Candidates. II. Spectroscopy,arXiv e-prints,success
Neural Network identification of Dark Star Candidates. I. Photometry,arXiv e-prints,success
Machine-Learning Estimation of Energy Fractions in MHD Turbulence Modes,arXiv e-prints,success
A JWST/NIRSpec Integral Field Unit Survey of Luminous Quasars at z ~ 5-6 (Q-IFU): Rest-frame Optical Nuclear Properties and Extended Nebulae,arXiv e-prints,success
AthenaK Simulations of Magnetized Binary Neutron Star Mergers,arXiv e-prints,success
"A TESS View of Post-Eruption Variability in the Novae V1405 Cas,V1716 Sco, and V1674 Her",arXiv e-prints,success
"APOGEE Chemical Abundances of Stars in the MW Satellites Fornax, Sextans, Draco and Carina",arXiv e-prints,success
Formation Channels of Magnetars,arXiv e-prints,success
Reviving Quadratic Inflation: Minimal Deformation for CMB Compatibility and Reheating Consistency,arXiv e-prints,success
Optimizing broadband microwave absorbers for applications in the 70-200 GHz range,arXiv e-prints,success
Co-existence of Internal Gravity Waves and Tayler-Spruit Magnetic Fields in the Radiative Core of Low-mass Stars,arXiv e-prints,success
Spatially-resolved PAH_3.3 emission and stellar ages in ram pressure stripped clumps at z~0.3,arXiv e-prints,success
Quokka-based understanding of outflows (QED) - IV. Limitations of H$α$ as an outflow diagnostic,arXiv e-prints,success
Linking Warm Dark Matter to Merger Tree Histories via Deep Learning Networks,arXiv e-prints,success
EDGE-INFERNO: How chemical enrichment assumptions impact the individual stars of a simulated ultra-faint dwarf galaxy,arXiv e-prints,success
Why Estimating $η_\oplus$ is Difficult: A Kepler-Centric Perspective,Publications of the Astronomical Society of the Pacific,success
Not all protoclusters host evolved galaxies: Evidence for reduced environmental effects in a lower halo mass protocluster at $z = 7.66$,arXiv e-prints,success
Figuring Out Gas & Galaxies In Enzo (FOGGIE). XIV. The Observability of Emission from Accretion and Feedback in the Circumgalactic Medium with Current and Future Instruments,arXiv e-prints,success
Chemical Evolution and Kilonova Implications of Post-Merger Accretion Disk Winds,arXiv e-prints,success
Double white dwarf ZTF J0538+1953 as the brightest verification binary for space laser interferometers,arXiv e-prints,success
Galaxy assembly bias in cosmological hydrodynamical simulations: a comparison between SIMBA and IllustrisTNG,arXiv e-prints,success
Addressing prior dependence in hierarchical Bayesian modeling for PTA data analysis II: Noise and SGWB inference through parameter decorrelation,arXiv e-prints,success
Improving Bayesian inference in PTA data analysis: importance nested sampling with Normalizing Flows,arXiv e-prints,success
Uncertainties in the production of iron-group nuclides in core-collapse supernovae from Monte Carlo variations of reaction rates,arXiv e-prints,success
Modeling Stellar Collisions in Galactic Nuclei Using Hydrodynamic Simulations and Machine Learning,arXiv e-prints,success
"A Possible ""Too-Many-Satellites"" Problem in the Isolated Dwarf Galaxy DDO 161",arXiv e-prints,success
High CO/H2 ratios supports an exocometary origin for a CO-rich debris disk,arXiv e-prints,success
The ALMA-QUARKS survey: Hot Molecular Cores are a long-standing phenomenon in the evolution of massive protostars,arXiv e-prints,success
The Universality of Dark Matter Density Profiles for Milky Way Analog Galaxies,arXiv e-prints,success
Photoevaporation Can Reproduce Extended $\mathrm{H_2}$ Emission from Protoplanetary Disks Imaged by JWST MIRI,arXiv e-prints,success
Tracing Multiphase Structure in the Circumgalactic Medium: Insights from Magnetohydrodynamic Turbulence Simulations,arXiv e-prints,success
Figuring Out Gas & Galaxies In Enzo (FOGGIE). XIII. On the Observability of Extended HI Disks and Warps,arXiv e-prints,success
Figuring Out Gas & Galaxies In Enzo (FOGGIE). XII. The Formation and Evolution of Extended HI Galactic Disks and Warps with a Dynamic CGM,arXiv e-prints,success
"Stellar halos of bright central galaxies II: Scaling relations, colors and metallicity evolution with redshift",arXiv e-prints,success
The Atacama Cosmology Telescope: stellar mass growth in massive galaxy clusters from DR5 over the past 7 billion years,arXiv e-prints,success
Search for GeV-scale Dark Matter from the Galactic Center with IceCube-DeepCore,arXiv e-prints,success
The CatWISE2020 Quasar dipole: A Reassessment of the Cosmic Dipole Anomaly,arXiv e-prints,success
Secondary eclipses of two brown dwarfs in the K2 fields: detection by multiple dataset merging,arXiv e-prints,success
Polarization Diagnostics Applied to Coronal Mass Ejections and the Background Solar Wind,arXiv e-prints,success
The JWST EXCELS Survey: gas-phase metallicity evolution at 2 < z < 8,arXiv e-prints,success
The lives and deaths of faint satellite galaxies around M31,arXiv e-prints,success
ODIN: Using multiplicity of Lyman-Alpha Emitters to assess star formation activity in dark matter halos,arXiv e-prints,success
Quantifying the Impact of Starspot-Crossing Events on Retrieved Parameters from Transit Lightcurves,arXiv e-prints,success
Euclid: Quick Data Release (Q1)- The connection between galaxy close encounters and radio activity,arXiv e-prints,success
The Challenge in Illuminating the Invisible: Constraining LyC Escape with Bayesian Modelling and Symbolic Regression,arXiv e-prints,success
Dynamical evolution of stellar binaries in galactic centers,arXiv e-prints,success
A close look at the black hole masses and hot dusty toruses of the first quasars with MIRI-MRS,arXiv e-prints,success
Euclid Quick Data Release (Q1). Quenching precedes bulge formation in dense environments but follows it in the field,arXiv e-prints,success
The subtle statistics of the distance ladder: On the distance prior and selection effects,arXiv e-prints,success
The strong Fe K line and spin of the black-hole X-ray binary MAXI J1631-479,arXiv e-prints,success
The Multi-Phase Circumgalactic Medium of DESI Emission-Line Galaxies at z~1.5,arXiv e-prints,success
Exploring the spectral characteristics of the periodic burster 4U 1323-62: Type-I X-ray burst and persistent emission,arXiv e-prints,success
Searching Within Galaxies for the Earliest Signs of Quenching With Spatially Resolved Star Formation Histories in UVCANDELS,arXiv e-prints,success
Thermal and Electrical Properties of Prototype Readout Components for CMB-S4,arXiv e-prints,success
Measurement of angular cross-correlation between the cosmological dispersion measure and the thermal Sunyaev--Zeldovich effect,arXiv e-prints,success
Shaping the Milky Way. II. The dark matter halo's response to the LMC's passage in a cosmological context,arXiv e-prints,success
"Star Formation Histories and Stellar Dynamics in the Central Galaxies of RX J0820.9+0752, A1835, and PKS 0745-191",arXiv e-prints,success
A JWST Transit of a Jupiter Analog I: Constraints on the Oblateness of Kepler-167e,arXiv e-prints,success
Weak-Lensing Analysis of the Galaxy Cluster Abell 85: Constraints on the Merger Scenarios of Its Southern Subcluster,arXiv e-prints,success
Development of Silicon Micromachined Waveguide Filter-Banks for On-Chip Spectrometers,arXiv e-prints,success
The nature of ASASSN-24fw's occultation: modelling the event as dimming by optically thick rings around a sub-stellar companion,arXiv e-prints,success
Characterising EP241107a: Multiwavelength Observations of an Einstein Probe-detected Fast X-ray Transient,Monthly Notices of the Royal Astronomical Society,success
Data-driven Radiative Magnetohydrodynamics Simulations with the MURaM code: the Emerging Active Region Corona,arXiv e-prints,success
Hydrodynamic instabilities in long-term three-dimensional simulations of neutrino-driven supernovae of 13 red supergiant progenitors,arXiv e-prints,success
Rock vapour is opaque: implications for dynamics and observations of lava planets,arXiv e-prints,success
KDP as a thermal blocking filter - Deep near IR observations with a warm narrow band filter,arXiv e-prints,success
ODIN: Characterizing the Three-dimensional Structure of Two Protocluster Complexes at $z = 3.1$,arXiv e-prints,success
Euclid Quick Data Release (Q1): Identification of massive galaxy candidates at the end of the Epoch of Reionisation,arXiv e-prints,success
SourceREACH (Source REconstruction of Arcs behind Cluster Halos): A New Source Reconstruction Algorithm Optimized for Giant Arcs and Galaxy Cluster Lenses,arXiv e-prints,success
Formation of Close Binaries through Massive Black Hole Perturbations and Chaotic Tides,arXiv e-prints,success
First Light And Reionisation Epoch Simulations (FLARES) XX: Comparing semi-analytic models at high-redshift,arXiv e-prints,success
He-star donor pathway for the hypervelocity star D6-2,arXiv e-prints,success
The Impact of Orbital Anisotropy Assumptions in Lensing-Dynamics Modeling,arXiv e-prints,success
"Testing the cosmological Euler equation: viscosity, equivalence principle, and gravity beyond general relativity",arXiv e-prints,success
A Simulation Platform for Small Solar System Bodies using the Einstein-Elevator,arXiv e-prints,success
Galactic foreground residual biases in CMB lensing convergence reconstruction and delensing of B-mode maps,arXiv e-prints,success
Radiation magnetohydrodynamics simulations of Population III star formation during the Epoch of Reionization,arXiv e-prints,success
Close-in compact super-Earth systems emerging from resonant chains: slow destabilization by unseen remnants of formation,arXiv e-prints,success
Boost operator approach to the relativistic polarized SZ effect,arXiv e-prints,success
Smoothed Particle Hydrodynamics in pkdgrav3 for Shock Physics Simulations I: Hydrodynamics,arXiv e-prints,success
Looking at infrared background radiation anisotropies with Spitzer II. Small scale anisotropies and their implications for new and upcoming space surveys,arXiv e-prints,success
Accuracy and Applicability of the Hartle-Thorne and Komatsu-Eriguchi-Hachisu Methods for Modeling Rotating Neutron Stars,arXiv e-prints,success
Modeling stellar convective transport with plumes : II. Transport Properties of Locally and Non-locally driven Convection,arXiv e-prints,success
Multiple Components and Spectral Evolution of BL Lacertae as Revealed by Multiwavelength Variability and SED Modeling,arXiv e-prints,success
Doppler imaging combined with high-cadence photometry. I. Revisiting the surface of a pre-main-sequence flare star,arXiv e-prints,success
Clustering effects on the Dark Siren determination of $H_0$: A simulation study,arXiv e-prints,success
QuaRT: A toolkit for the exploration of quantum methods for radiation transport,arXiv e-prints,success
Made-to-Measure Outperforms Schwarzschild's Method,arXiv e-prints,success
The influence of AGN feedback on star formation in red spiral galaxies,arXiv e-prints,success
The first AKRA mass map reconstruction from HSC Y1 data,arXiv e-prints,success
Sub-millimeter galaxies in hierarchical models: revisiting the need for a top-heavy stellar initial mass function with Bayesian optimisation,arXiv e-prints,success
The Chandra Strong Lens Sample: Measuring the Dynamical States and Relaxation Fraction of a Sample of 28 Strong Lensing Selected Galaxy Clusters,arXiv e-prints,success
findAbar: how astronomers may perceive the bar in galaxies differently,Publications of the Astronomical Society of Australia,success
JWST View of the Supernebula in NGC 5253. I. Overview and Continuum Features,arXiv e-prints,success
Impact of selection criteria on the structural parameters of the Galactic thin and thick discs,arXiv e-prints,success
Estimating accretion times of halo substructures in the Milky Way,arXiv e-prints,success
Alfven Waves in Partially Ionised Solar Steady-State Plasmas,Solar Physics,success
Ginnungagap -- a massively parallel cosmological initial conditions generator,arXiv e-prints,success
Think inside the box: cosmic variance and large-scale conformity of high-redshift massive galaxies in the FLAMINGO simulations,arXiv e-prints,success
Changing-Look AGN Powered By Disk Tearing,arXiv e-prints,success
statmorph-lsst: Quantifying and correcting morphological biases in galaxy surveys,arXiv e-prints,success
The origin of scatter in the X-ray luminosity - halo mass relation of galaxy clusters,arXiv e-prints,success
Measuring the Dark Matter Self-Interaction Cross-Section with Deep Compact Clustering for Robust Machine Learning Inference,arXiv e-prints,success
Simulating the Diffuse Neutrino Emission from the Milky Way with GALPROP,arXiv e-prints,success
Extending the Frontier of Spatially-Resolved Supermassive Black Hole Mass Measurements to at $1\lesssim z\lesssim2$: Simulations with ELT/MICADO High-Resolution Mass Models and HARMONI Integral-Field Stellar Kinematics,arXiv e-prints,success
How much can we learn from resolved stellar kinematics of galactic haloes using action-based dynamical models?,arXiv e-prints,success
Correlations of ALMA CO(2-1) with JWST mid-infrared fluxes down to scale of $\lesssim$100 parsec in nearby star-forming galaxies from PHANGS,arXiv e-prints,success
The Quiescent Merging Nature of the Coma Cluster Revealed by ICM Velocity Structure,arXiv e-prints,success
REBELS-IFU: Steeply rising star formation histories and the importance of dust obscuration in massive $z \simeq7$ galaxies revealed by multi-wavelength observations,arXiv e-prints,success
REBELS-IFU: Spatially Resolved Ionizing Photon Production Efficiencies of 12 Bright Galaxies in the Epoch of Reionization,arXiv e-prints,success
XSNAP: An X-ray Supernova Analysis Pipeline with Application to the Type II Supernova 2024ggi,arXiv e-prints,success
Indirect forces in disc-planet interaction,arXiv e-prints,success
Hydrogen-Poor Superluminous Supernovae in the Nebular Phase: Spectral Diversity Due to Ejecta Ionization as a Probe of the Power Source,arXiv e-prints,success
Hydrogen-line profiles from accreting gas giants and their CPDs,arXiv e-prints,success
Ubiquitous high-frequency waves and disturbances in the active region corona observed with DKIST/Cryo-NIRSP,arXiv e-prints,success
Historical Surveys to Rubin First Look: Absolute Colors of trans-Neptunian objects,arXiv e-prints,success
Large-Scale Structure in COSMOS-Web: Tracing Galaxy Evolution in the Cosmic Web up to $z \sim 7$ with the Largest JWST Survey,arXiv e-prints,success
Disk warping and black hole X-ray binaries I. Tentative unification of low-frequency quasi-periodic oscillations,arXiv e-prints,success
Shapiro Delay Measurements from Fifteen Years of PSR J1231$-$1411 Radio Observations,arXiv e-prints,success
VELOCE III. Reconstructing Radial Velocity Curves of Classical Cepheids,arXiv e-prints,success
Co-evolution of baryons and dark matter halos of LYRA dwarf galaxies,arXiv e-prints,success
Flexible Simulation Based Inference for Galaxy Photometric Fitting with Synthesizer,arXiv e-prints,success
Back to basics: Little Red Dots as galaxies and dust-obscured AGNs in a synthetic NIRCam sky simulated with L-GalaxiesBH,arXiv e-prints,success
Constraining r-process nucleosynthesis with multi-objective Galactic chemical evolution models,arXiv e-prints,success
Optimization of lenslet arrays for PRIMA Kinetic Inductance Detectors,arXiv e-prints,success
Galaxy cluster temperature maps from joint X-ray and SZ maps with The Three Hundred hydrodynamical simulations,arXiv e-prints,success
Towards direct imaging and orbital parameter estimation of supermassive black hole binaries with spaceborne VLBI,arXiv e-prints,success
A Modified 3D Biconical Outflow Model: Spatial Constraints on AGN-driven Outflows,arXiv e-prints,success
Kerr Polarization Transport: Accuracy and Performance in General Relativistic Light Propagation,arXiv e-prints,success
"""Popcorn Planets"" are Not Actively Inflated by Eccentricity Tides",arXiv e-prints,success
Identifiability of Rotating Stellar Surfaces from Astrometric Jitter,arXiv e-prints,success
A Closed-Form Analytical Theory of Non-Isobaric Transmission Spectroscopy for Exoplanet Atmospheres,arXiv e-prints,success
First results from the PanRadio GRB Collaboration: the 400-day afterglow of GRB~230815A,arXiv e-prints,success
Fill the gaps: continuous in time interpolation of fluid dynamical simulations,arXiv e-prints,success
An almost NIRCam-dark dusty star-forming galaxy at z=6.63,arXiv e-prints,success
JWST/NIRSpec Reveals a Small Population of Dominant Dust-Obscured Ionizing Sources in Galaxies at 1 < z < 3,arXiv e-prints,success
Thermodynamic blocking in self-gravitating systems,arXiv e-prints,success
Where Giants Dwell: Probing the Environments of Early Massive Quiescent Galaxies,arXiv e-prints,success
J-PLUS Reconstructing the Milky Way Disc's star formation history with twelve-filter photometry,arXiv e-prints,success
Roman Galactic Plane Survey Definition Committee Report,arXiv e-prints,success
Analysis and implications of the spatio-spectral morphology of the Fermi Bubbles,arXiv e-prints,success
The Deepest GLIMPSE of a Dense Gas Cocoon Enshrouding a Little Red Dot,arXiv e-prints,success
Finding the boundary: Using galaxy membership to inform galaxy cluster extent through machine learning,arXiv e-prints,success
From Feedback-Free Star Clusters to Little Red Dots via Compaction,arXiv e-prints,success
Effect of molecular hydrogen self-shielding modeling on early Reionization Era galaxies in radiative hydrodynamic cosmological simulations,Monthly Notices of the Royal Astronomical Society,success
Chemical dissection of merger-induced $m=1$ lopsidedness in Milky Way-like galaxies,arXiv e-prints,success
JWST's GLIMPSE: an overview of the deepest probe of early galaxy formation and cosmic reionization,arXiv e-prints,success
"Emission line models for the lowest mass core-collapse supernovae -- II. Full 3D NLTE radiative transfer modelling of a $9.0\,M_\odot$ neutrino-driven explosion",arXiv e-prints,success
\texttt{ExTraSS}: a Domain Decomposed 3D NLTE Radiative Transfer spectral synthesis code for nebular phase transients,arXiv e-prints,success
Multi-messenger flare in the quasar PKS 0446+11,arXiv e-prints,success
Changing-Look Active Galactic Nuclei in SDSS-V: Host-Galaxy Properties and Black-Hole Scaling Relations,arXiv e-prints,success
Exploring the Model Dependence of MCMC-Based 21 cm Power Spectrum Parameter Constraints,arXiv e-prints,success
TIME Commissioning Observations: I. Mapping Dust and Molecular Gas in the Sgr A Molecular Cloud Complex at the Galactic Center,arXiv e-prints,success
Development of a planar cable-driven parallel robot for submillimeter and terahertz beam mapping measurements,arXiv e-prints,success
Warped Disk Galaxies: Statistical Properties from DESI Legacy Imaging Surveys DR8,arXiv e-prints,success
Aletheia: Emulating the non-linear matter power spectrum in the context of evolution mapping,arXiv e-prints,success
Learning Cosmology from Nearest Neighbour Statistics,arXiv e-prints,success
Investigating magnetic activity cycles in solar-like oscillators using asteroseismic data from the K2 mission,arXiv e-prints,success
High Resolution Observations of CO(3-2) in Haro 2: Cool Molecular Outflows of a Ly$α$ Emitter,arXiv e-prints,success
A Fleeting GLIMPSE of N/O Enrichment at Cosmic Dawn: Evidence for Wolf Rayet N Stars in a z = 6.1 Galaxy,arXiv e-prints,success
JWST observes the assembly of a massive galaxy at z~4,arXiv e-prints,success
"High-resolution radio imaging of TGSSJ1530+1049, a radio galaxy in a dense environment at z=4",arXiv e-prints,success
Steady-State or Not? The Evolution of Cosmic Ray Electron Spectra in Galaxies,arXiv e-prints,success
Ultra extreme high-frequency-peaked BL Lacs: a potential population of MeV synchrotron blazars?,arXiv e-prints,success
Gas excitation of post-starburst galaxies at 0.6 < z < 1.3,arXiv e-prints,success
"WATSON-Net: Vetting, Validation, and Analysis of Transits from Space Observations with Neural Networks",arXiv e-prints,success
How to evaluate the sufficiency and complementarity of summary statistics for cosmic fields: an information-theoretic perspective,arXiv e-prints,success
Conservation laws in non-inertial frames and non-conservation of energy of relative motion in two-body problem,arXiv e-prints,success
Identification of Candidate Halos Hosting Massive Black Hole Seeds in the \textit{Renaissance} Simulations with Support Vector Machines,arXiv e-prints,success
Radiation-mediated shocks in gamma-ray bursts: spectral evolution,arXiv e-prints,success
Model of super-Alfvénic MHD turbulence and structure functions of polarization,arXiv e-prints,success
Not all roads lead to merger: AGN disc properties influence the interactions of highly unequal mass black holes,Monthly Notices of the Royal Astronomical Society,success
Super-resolving Herschel - a deep learning based deconvolution and denoising technique,arXiv e-prints,success
"Standardizing reverberation-mapped H$β$ active galactic nuclei using time-averaged radius$-$luminosity relations with 5100\,Å\,, broad H$β$, and narrow \OIII\ luminosities",arXiv e-prints,success
Three-dimensional numerical simulations of neutron star cores in the two-fluid MHD approximation: simple configurations,arXiv e-prints,success
The excess of molecular hydrogen in chemical networks without oxygen,arXiv e-prints,success
Multi-Method Timing of Transient Radio Pulsars with the GBT350 and GBNCC Surveys,arXiv e-prints,success
Disentangling AGN Feedback and Sloshing in the Perseus Cluster with XRISM: Insights from Simulations,arXiv e-prints,success
The First X-Ray Polarimetry of an Eclipsing Low-Mass X-Ray Binary: Serendipitous IXPE Observation of AX J1745.6-2901,arXiv e-prints,success
HEL1OS -- A Hard X-ray Spectrometer on Board Aditya-L1,arXiv e-prints,success
Effects of radiative interior on solar inertial modes,arXiv e-prints,success
Particle Acceleration in Magnetized Shear-Driven Turbulence,arXiv e-prints,success
"An Extremely-red, UV-bright, and Extended Galaxy at z~6 in PRIMER/UDS: An Early Massive Galaxy Caught Quenching after an Obscured Starburst?",arXiv e-prints,success
Super-Eddington Accretion Geometry: a Remarkable Stability of the Hidden Ultraluminous X-Ray Source Cygnus X-3,arXiv e-prints,success
Kinematics of H I and O VI Absorbers: Insights into the Turbulence Driver of the Multiphase Circumgalactic Medium,arXiv e-prints,success
The disk precession in a Be star-magnetar binary and its application to the rotation measure of FRB 20201124A,arXiv e-prints,success
VLBI astrometry of radio stars to link radio and optical celestial reference frames III: 11 radio stars,arXiv e-prints,success
Mapping the Ages of Stars with Chemistry,arXiv e-prints,success
Multiband gravitational wave observations of eccentric escaping binary black holes from globular clusters,arXiv e-prints,success
The search for dark matter axions from neutron stars in the inner parsecs of the Milky Way with AtLAST,arXiv e-prints,success
The molecular diversity of the ISM in galaxies across cosmic time,arXiv e-prints,success
AtLAST -- Cosmology with submillimetre galaxies magnification bias,arXiv e-prints,success
AtLAST -- Determination of Halo Mass Density Profiles at kpc Scales through Magnification Bias,arXiv e-prints,success
AtLAST -- A five fold increase in the number of identified Strongly Lensed Galaxies in the sub-millimetre and its consequences,arXiv e-prints,success
"A wide-field, multi-line survey of CO in the Magellanic Clouds at parsec-scale resolution: characterising the molecular gas content with a 50-m single-dish submillimeter telescope",arXiv e-prints,success
Detection and characterisation of submm transient sources with a large single-dish telescope,arXiv e-prints,success
Cold Gas Infall onto A Brightest Group Galaxy via A Gas-Rich Minor Merger,arXiv e-prints,success
Convective Core Evolution of Main-Sequence Stars in Rapid Population Synthesis I: Framework and Implementation,arXiv e-prints,success
Primordial Black Holes as Seeds for Extremely Overmassive AGN Observed by JWST,arXiv e-prints,success
The role of supernova remnants for the emergence of pre-biotic chemistry in molecular clouds,arXiv e-prints,success
Mass Assembly and Chemical Complexity in the Milky Way,arXiv e-prints,success
Exploring Cosmic Dawn with PANORAMIC II: Cosmic Variance and Galaxy Clustering at $z\sim10$,arXiv e-prints,success
Revealing the baryon cycle in Galaxy Clusters: connecting galaxy dynamics and gas thermodynamics using (sub-)mm-wave and optical IFU surveys,arXiv e-prints,success
Local Group dwarf galaxies as dark matter probes,arXiv e-prints,success
Searching for Intermediate-Mass Black Holes in Milky Way satellites,arXiv e-prints,success
Connection between galaxy morphology and dark-matter halo structure II: predicting disk structure from dark-matter halo properties,arXiv e-prints,success
Reconstructing spatially-varying multiplicative bias for Stage IV weak lensing galaxy surveys with a quadratic estimator,arXiv e-prints,success
Bridging Simulations and EFT: A Hybrid Model of the Lyman-Alpha Forest Field,arXiv e-prints,success
"XID+PRIMA, II: Stepping Through Hyperspectral Imaging to Deblend PRIMAger Beyond the Extragalactic Confusion Limit",arXiv e-prints,success
Identification of periodicities with arbitrary shapes in AGN light curves,arXiv e-prints,success
Non-parametric exploration of minimally coupled gravity with phantom crossing,arXiv e-prints,success
Resolving dust and Lyα emission in a lensed galaxy at the epoch of reionization with JWST/CANUCS,arXiv e-prints,success
Confirming membership in Local Group galaxies with the Dark Energy Spectroscopic Instrument Data Release 1,arXiv e-prints,success
Halo Lightcones with Optimised Orientation and Interpolation in Cosmological Simulations -- an application to mock H$α$ selected galaxies,arXiv e-prints,success
Buried but not destroyed: the evolution from prompt cusps to NFW haloes,arXiv e-prints,success
Millimeter-Wavelength Observations of the Active Sun: Unveiling the Origins of Space Weather,arXiv e-prints,success
A high-dynamic-range view of the growth of structure and the warm/hot Universe,arXiv e-prints,success
Kennicutt-Schmidt relation of galaxies over 13 billion years in the COLIBRE hydrodynamical simulations,arXiv e-prints,success
Cosmological Implication of Cross-correlation between Galaxy Clustering and 21-cm Line Intensity Mapping,arXiv e-prints,success
Intergalactic magnetic field lower limits up to the redshift $z\approx3$,arXiv e-prints,success
Impacts of hydrogen envelope on supernova fallback and the resulting compact remnant masses,arXiv e-prints,success
UK White Paper on Magnetic Reconnection,arXiv e-prints,success
The multiphase interstellar medium as a common origin for magnetic misalignment and TB parity violation,arXiv e-prints,success
A Spatially Resolved Evolutionary Sequence of Multi-wavelength AGN Host Galaxies,arXiv e-prints,success
The ORCA-TWIN qCMOS Project I. Commissioning at Calar Alto Observatory,arXiv e-prints,success
An Active Galaxy Cluster Merger at Cosmic Noon Revealed by JWST Weak Lensing and Multiwavelength Probes,arXiv e-prints,success
"Dynamical disequilibrium in dwarf galaxies: rethinking gas dynamics, rotation curves, and dark matter inference",arXiv e-prints,success
KiDS-Legacy: Constraints on Horndeski gravity from weak lensing combined with galaxy clustering and cosmic microwave background anisotropies,arXiv e-prints,success
"KiDS-Legacy: Constraining dark energy, neutrino mass, and curvature",arXiv e-prints,success
MIRACLE III. JWST/MIRI expose the hidden role of the AGN outflow in NGC 1068,arXiv e-prints,success
Globular Clusters GMRT Pulsar Search (GCGPS) II: Discovery of five MSPs in M69 and M70,arXiv e-prints,success
Milky Way Globular Clusters: Nurseries for Dynamically-Formed Binary Black Holes,arXiv e-prints,success
Effects of Varied Cosmic Ray Feedback from AGN on Massive Galaxy Properties,arXiv e-prints,success
Connection Between Dwarf Galaxies and Globular Clusters: Insights from the Perseus Cluster Using Subaru Imaging and Keck Spectroscopy,arXiv e-prints,success
First Detection of an Ultracool Dwarf at 340 MHz: VLITE Observations of EI Cancri AB,arXiv e-prints,success
"libyt: an In Situ Interface Connecting Simulations with yt, Python, and Jupyter Workflows",arXiv e-prints,success
The Effect of a Non-universal Extinction Curve on the Wesenheit Function and Cepheid Distances,arXiv e-prints,success
A Comprehensive Sulfur Chemistry Network with Excited S(1D) and SO(1Δ) for XODIAC Photochemical Model: Validation on Venus and Implications for Exo-Venus Atmospheres,arXiv e-prints,success
SIMLA: The Spitzer Infrared Spectrograph Mapping Legacy Archive,arXiv e-prints,success
"eROSITA-RU Tidal Disruption Events with Keck-I/LRIS: Sample Selection, Optical Properties, and Host Galaxy Demographics",arXiv e-prints,success
Readdressing the contribution of photonuclear reactions to the muon content of extensive air showers: a heuristic approach,arXiv e-prints,success
Magnetized transonic accretion disks,arXiv e-prints,success
THRILS -- The High-(Redshift+Ionization) Line Search: Program Description & Redshift Catalog,arXiv e-prints,success
